product_title,product_description,product_price,product_rating,seller_name,main_image_url
GravaStar Sirius True Wireless Earbuds - Neon Green,"Sci-fi Inspired Designed - For fashion and music lovers. Charging case is made of zinc alloy that keeps it safe from scratches and bumps
Clear Call and Immersive Stereo Sound - Knowles balanced armatures and 7.2mm dynamic drivers bring a powerful music experience that delivers on all levels, low, high, and in between
Fast Auto Pairing by Bluetooth 5.2 Chip - Earphones automatically connect with device when taken out of charging case
Touch Control & Wide Compatibility - Built-in sensitive touch control key on the ear buds let you easily manage music or phone calls
Comfortable and Stable Fit - Designed with flexible and soft ear hooks, these Gravastar noise cancelling earbuds fit perfectly in your ears and IPX7 waterproof can effectively prevent the earphones from damage of sweat and raindrops",79.99,5.0,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-495-002-S01.jpg
PHILIPS Black TAH4205BK/00 On-ear Wireless Headphones,"BASS boost button
29 hours play time
Lightweight
Flat-fold design
Multi-function button
Compact Foldable",24.99,,Heartland Tek Group,https://c1.neweggimages.com/productimage/nb1280/26-138-419-12.jpg
Cleer Audio Enduro 100 Bluetooth Wireless Headphones with up to 100 Hours Battery (Sand),"Listen to your favorite music for 100 hours on a single charge
Google Fast Pair 2.0 allows you to quickly and easily pair the Enduro 100 to Android devices
40mm Ironless Drivers produces bold and articulate sound with low distortion
Lightweight extended wear design, allowing for countless hours of listening enjoyment
Bluetooth 5.0 with AAC and Apt X HD playback and NFC
Hi-Res audio performance with included 3.5mm cable
Fast Charge enables 13-hour of playback with only a 10-minute charge, total charge time 3hrs",84.99,4.5,Cleer Audio,https://c1.neweggimages.com/productimage/nb1280/A71N_1_20200127524458906.jpg
"350mAh AHB552826T, AHB552826TPC Battery Replacement Compatible with Sennheiser DW 10, SDW 10, SDW 10 HS, SDW 5013, SDW 5014, SDW 5015, SDW 5016 Wireless Headsets","Replacement for the Following Battery Model/Part Numbers: AHB552826T, AHB552826TPC.
Intended for/Compatible with the Following Headset Sennheiser DW 10, Sennheiser SDW 10, Sennheiser SDW 10 HS, Sennheiser SDW 5013, Sennheiser SDW 5014, Sennheiser SDW 5015, Sennheiser SDW 5016.
3.7V 350mAh 1.3Wh Lithium-Polymer Rechargeable Battery Pack.
1 Year Replacement Warranty. MPF Products® is a Registered Trademark.",8.95,,MPF Products,https://c1.neweggimages.com/productimage/nb1280/A32WS2305240Z75OHDE.jpg
Jabra Elite 10 Gen 2 Dolby Atmos Noise Cancelling Wireless In-ear Headphones with Smart Case 100-99282904-99 Denim,"Active Noise Cancelling
Dolby Atmos
Bluetooth Wireless Connectivity
True Wireless
Up to 32 feet Wireless Range
Water Resistant
Built-In Microphone",279.99,,Fantasy Deals,https://c1.neweggimages.com/productimage/nb1280/A3Z8S2411091BM9A003.jpg
ZS0010 Standard Version 3.5mm to 2.5mm Headphone Cable for Sennheiser HD518 HD558 HD598 HD579 559,"ProductType:AudioCable
Wirematerial:copper
Corematerial:silver-platedcopperwire
Process:silverplated",11.94,,eForChina,https://c1.neweggimages.com/productimage/nb1280/AFJTD2402280JLHXU0F.jpg
Belkin ROCKSTAR White G3H0002BTWHT USB-C Connector Headphones with USB-C Connector,"Supports USB-C devices
Durable, tangle-free cable
Tactile music and phone controls
Built-in microphone
Sweat and splash resistant
Includes three ear tip sizes for maximum comfort
Integrated cable management when using a single earbud
Easily identifiable L and R markings on each earbud",54.99,,Newegg,https://c1.neweggimages.com/productimage/nb1280/26-169-055-S01.jpg
"Philips SHP9500 Wired Over-Ear Stereo HiFi Headphones, Comfort Fit Professional Studio Monitor, Open-Back 50mm Drivers (Black) + NeeGo Attachable Microphone for Gaming","50mm neodymium drivers deliver full spectrum of sound
1.5m cable gives you freedom of movement for indoor use
Breathable ear cushion for longer wearing comfort
Steel headband for strength and durability
3.5mm jack on the headphones allows for easy removal of cable for switching sources or adding a microphone
Exquisite open-back, over the ear design for authentic sound
Eliminates air pressure build-up behind the driver
50mm neodymium speaker drivers superior Hi-Fi sound.
Enhances sound transparency and smoothens extended high frequencies
Engineered to fit the ear's natural geometry
NeeGo attachable boom mic fits into your favorite pair of headphones
Mic turns headphone into gaming or communication headset
Enjoy clear, crisp, and smooth audio transmission with just a click-in.",84.99,,Venue,https://c1.neweggimages.com/productimage/nb1280/AENCS2105040BOmO.jpg
Poly Voyager Surround 80 UC Headset - Microsoft Teams Certification - Stereo - Wireless - Bluetooth - 98 ft - 20 Hz - 16 kHz - Over-the-ear - Binaural - Circumaural - Noise Canceling - Black,"Microsoft Teams Certification
Stereo
Wireless
Bluetooth
98 ft
20 Hz
16 kHz
Over-the-ear
Binaural
Circumaural
Noise Canceling
Black",248.07,,antonline,https://c1.neweggimages.com/productimage/nb1280/A24GD2403200CXHZ4D0.jpg
H600 Earpads Repalcement Ear Cushions for H390 H609 H600 H760 Wireless Headphones Ear Pads Protein Leather and Noise Isolation Foam Earmuffs,H600 Earpads Repalcement Ear Cushions for H390 H609 H600 H760 Wireless Headphones Ear Pads Protein Leather and Noise Isolation Foam Earmuffs,17.86,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD2404250889Z143.jpg
MEZE AUDIO 109 Pro | Wired Wooden Open-Back Headset for Audiophiles | Over-Ear Headphones with Self Adjustable Headband,Meze 109 Pro: Audiophile Excellence. Low Impedance (40 Ohm). Power Efficient with Any Device. Genuine Wooden Earcups. Natural Sound Reproduction,659.95,5.0,6Ave,https://c1.neweggimages.com/productimage/nb1280/ABMTD240402063T7Z1D.jpg
Original OEM Bose QuietComfort QC25 QC 35 QC35  I II QC45 Ear Pad Cushions Muffs - Parts Black,"Brand: Bose (Original Bose Brand Ear Pads)
Condition: New
Fits Models: QC 2, QC 15, QC 25, QC 35 I, QC35 II, QC45 SoundTrue, and SoundLink AEII headphones",31.34,,JoesGE,https://c1.neweggimages.com/productimage/nb1280/AG9ZS24052102J64D6B.jpg
"Logitech Zone 300 Wireless Bluetooth Headset With Noise-Canceling Microphone, Compatible with Windows, Mac, Chrome, Linux, iOS, iPadOS, Android - Black","30mm Drivers
2 x Noise Canceling Mics
On-Ear Stereo Design
Up to 16 Hours Talk Time
Lightweight Design
Enlarged, Replaceable Earpads
Bluetooth 5.3 Connectivity
Includes USB-C Charging Cable
Logi Tune App Compatible
Works with Multiple Platforms",69.99,,Newegg,https://c1.neweggimages.com/productimage/nb1280/A24GD2404090CMDKVDE.jpg
Sennheiser MOMENTUM True Wireless 4 Earbuds Black MTW4,"For Commutes and Travel
7mm TrueResponse Dynamic Drivers
Transparency Mode Lets Sound Back In
6-Mic System for Crystal-Clear Calls",299.95,,ElectronicsExpo,https://c1.neweggimages.com/productimage/nb1280/AE9TD24051804TJ0B16.jpg
HECATE by Edifier GX Hi-Res Gaming Headset for PS4/ PS5/ PC/Switch/Xbox Gamepad - USB/Type-C/3.5mm Wired Gaming Headphones with Microphone RGB Lighting (Red),"Supreme Audio Drivers - Advanced 50mm titanium diaphragm drivers with certified Hi-Res audio deliver a clear and precise sound which gives you a competitive advantage in the game.
Designed for Wearing Comfort - Exceptionally comfortable protein leather ear cushions designed to keep you focused on gaming for all day long.
Customizable RGB Effects - Glaring eight color-changing breathing lights designed on the earcups to highlight the game experience.
Dual-mic Noise-cancellation -  Build in with ENC noise-canceling technology, the headset will deliver premium sound clarity and background noise cancellation.
Multi-Platform Compatibility -  With a type C/USB/3.5MM audio jack, these headsets compatible with PC, Laptop, Pad, Smart Phone, PS4, PS5, Nintendo Switch, Xbox Gamepad(3.5mm) and other gaming devices.",129.99,,Edifier Online Store,https://c1.neweggimages.com/productimage/nb1280/AEX3S230529161LJN19.jpg
Sony Fashion Color EX Series Earbuds - Stereo - Mini-phone - Wired - White,,6.95,5.0,Focus Camera,https://c1.neweggimages.com/productimage/nb1280/V02W_1_20160210023505736.jpg
Sony WH1000XM5B Noise-Canceling Over-Ear Headphones - Black,"Up To 30 Hours Of Battery Life
Industry-leading Noise Cancellation
Newly Designed 30mm Driver
4 Beamforming Microphones
Precise Voice Pickup Technology
Adaptive Sound Control
High-Resolution Audio With And Without Wires
Edge-AI (Artificial Intelligence) DSEE Extreme
Works with Google Assistant and Amazon Alexa
Multipoint Connection
360 Spatial Sound Personalizer",214.99,,Redtag Camera,https://c1.neweggimages.com/productimage/nb1280/ABKXD2206090Y372SB2.jpg
Audio Technica ATH-M30X Closed-Back Monitoring Headphones,,69.00,5.0,6Ave,https://c1.neweggimages.com/productimage/nb1280/ABMTD22010612UUNJDF.jpg
USB C to 3.5mm Adapter for Google Pixel 6a 7a 6 7 Pro Upgraded Type C Aux Cable 3.5mm Jack Audio Dongle Cord Converter USB C Headphone Adapter for Samsung A53 A54 Galaxy Flip 5 Fold 4 S23 S22 S21 S20,USB C to 3.5mm Adapter for Google Pixel 6a 7a 6 7 Pro Upgraded Type C Aux Cable 3.5mm Jack Audio Dongle Cord Converter USB C Headphone Adapter for Samsung A53 A54 Galaxy Flip 5 Fold 4 S23 S22 S21 S20,17.47,,Longwwin,https://c1.neweggimages.com/productimage/nb1280/AU6SD23082904UMMKEB.jpg
Sennheiser HD 450BT Wireless Over Ear Noise Cancelling Headphones with Bluetooth 5.0 - Black,"Bluetooth 5.0 technology for effortlessly reliable connectivity including AAC and AptX Low Latency codec support
Active noise cancellation for uninterrupted listening pleasure
30-hour battery life with USB-C fast charging
Intuitive controls including Virtual Assistant button for Siri and Google Assistant
Sennheiser App support providing an equalizer, Podcast Mode and Firmware updates
Included components: HD 450BT wireless headphones, Audio cable USB-C charging cable, Carry case, Quick guide & safety guide",159.00,3.1,HongnaNetwork,https://c1.neweggimages.com/productimage/nb1280/26-106-897-S13.jpg
Etymotic Research ER20XS Standard Fit High-Fidelity Earplugs (Clear/Frost),"KANN Portable High-Res Audio Player (Astro Silver)
Billie Jean Universal Fit In-Ear Headphones (Red)",19.99,,Angel Seller,https://c1.neweggimages.com/productimage/nb1280/A1J7_1_20181105146306202.jpg
UrbanX iX2 Pro Dynamic Hybrid Dual Driver in Ear Musicians Earphones with Mic Tangle-Free Cable in-Ear Earbuds Headphones for vivo T1x - Red,"High Resolution Sound  The Earphone Enables Us To Hear The Subtlety Of The Sound. And The Acoustic Adjustment Makes With The Advantage Of Dd And Ba To Achieve Balanced, Clean And Detailed Sound Quality.
Eye-Catching Look - The Precision Craftsmanship Combined With The Bright Colors Of Resin Make The Overall Jewelry Appearance. It Is Not Just A Pair Of In Ear Headphones, But Also A Work Of Art.
Patent Pending Dynamic Driver - The Four-Layer Voice Coil Brings A Stronger Driver, The Low Frequency Is Powerful, The Sound Stage Width Is Extended, And The Listening Experience Is Soul Moving.
Improved Connection  The Groove Protection Design Protects The Earbuds' Pins From Distortion And Prolongs The Lifetime.
Audiophile Cable  This Durable Wire Makes The Sound Transmit Smoothly And Lossless. The Cord Matches The Color Of The In Ear Monitor, The High Quality Cord Matches The Overall Quality Of The In Ear Headphone.",9.95,,URBANX EXTREME,https://c1.neweggimages.com/productimage/nb1280/BCEXS2209170J8HJ5E6.jpg
"2.4Ghz Wireless Gaming Headset for PC, PS5, PS4, MacBook, with Microphone, Over-Ear Bluetooth Headphones for Cell Phone, Soft Earmuff - 40 Hours Playtime, Only Wired Mode for Xbox Series, Red","2.4Ghz Ultra-Low Latency Connection UG-01 wireless gaming headset adopts advanced 2.4Ghz wireless connection technology, comes with a USB dongle that provides stable and ultra-low latency transmission within, which means that you won&#39;t feel any lag while playing games or chatting with your friends.
Soft Protein Leather for All-Day Comfort Earmuff and headband are made of premium leather, which is soft and smooth. These Bluetooth gaming headphones are also foldable, headband adjustable, and are 230g lightweight. All these ergonomic design aims to provide you with a comfortable wearing experience during your gaming or music time.
Immersive Gaming Sound Quality Drove by a 40mm high definition speaker unit, UG-01 wireless gaming headsets deliver superior 3D surround gaming sound quality. Besides, Adopting Dynamic EQ technology, these gaming headphones ensure that no session or signal is lost while adjusting the volume. You can keep yourself lost in your games.",53.88,,New Era Trends,https://c1.neweggimages.com/productimage/nb1280/B8AMD2212170V5E5F85.jpg
"yealink wh67 convertible uc wireless noise canceling headset - this workstation works with usb enabled computers, deskphones, softphones and can connect to cell phones with bluetooth connectivity","ALL IN ONE UC WORKSTATION: The Yealink UC Workstation is more than a single base, it eases the management of business communication demands and other USB devices. It also delivers great flexibility with a set of integrated features to facilitate your daily routine. It is professional, collaborative, and available. Base Station includes an Easy to use one touch screen enabling the user to Navigate and change settings with a simple touch of a button.
WIRELESS FREEDOM & ALL DAY POWER: No matter when and where your conversation begins, the headsets can always catch up your steps. With up to 160m wireless range and 14 hours talk time, it is suitable for users' daily communication needs. In addition, the product supports high density installation in the open office, which allows up to 200 users (Europe) enjoy the wireless communication at the same time.
CONVERTIBLE ALL DAY COMFORT: To meet various preferences of users, Yealink created the WH67 headset with a lightweight design, and 4 we",189.00,,NothingButSavings,https://c1.neweggimages.com/productimage/nb1280/AZF8D2201280S2SXCF8.jpg
Sony WH-1000XM5/L Wireless Industry Leading Noise Canceling Bluetooth Headphones - Midnight Blue (Refreshed),"These lightweight headphones are beautifully finished in newly developed soft fit leather
Enjoy up to 30 hours of battery life
Just take the headphones off and the music stops",229.99,5.0,Secondipity,https://c1.neweggimages.com/productimage/nb1280/A15TD2307060G95QS37.jpg
"Sony WH-1000XM5 Wireless Industry Leading Noise Canceling Headphones with Auto Noise Canceling Optimizer, Crystal Clear Hands-Free Calling, and Alexa Voice Control, Black","Industry Leading noise cancellation-two processors control 8 microphones for unprecedented noise cancellation. With Auto NC Optimizer, noise canceling is automatically optimized based on your wearing conditions and environment.
Magnificent Sound, engineered to perfection with the new Integrated Processor V1
Crystal clear hands-free calling with 4 beamforming microphones, precise voice pickup, and advanced audio signal processing.
Up to 30-hour battery life with quick charging (3 min charge for 3 hours of playback).Note:If you face issue in Bluetooth connectivity please turn off the Bluetooth function for a couple of minutes, then turn it back on
Ultra-comfortable, lightweight design with soft fit leather
Multipoint connection allows you to quickly switch between devices
Carry your headphones effortlessly in the redesigned case.
Intuitive touch control settings to pause play skip tracks, control volume, activate your voice assistant, and answer phone calls.",285.95,3.4,Redtag Camera,https://c1.neweggimages.com/productimage/nb1280/0TH-000U-00J17-01.jpg
"Soundcore by Anker AeroFit Pro Open-Ear Headphones, Ultra Comfort, Secure Fit, Ergonomic Design, Rich Sound with LDAC, Bluetooth 5.3, IPX5 Water-Resistant, 46H Playtime, App Control, Wireless Earbuds","Open-Ear Air Conduction: AeroFit Pro open-ear headphones utilize a non-intrusive design to eliminate discomfort and allow you to enjoy a breathable listening experience. Air conduction delivers richer audio, superior to that of bone conduction.
Soft, Snug, and Stable: Ergonomically designed ear hooks, built with premium quality 0.7mm thick titanium memory wire, conform to the shape of any and all ears. Each ear hook is made from ultra-soft materials with a gentle finish for total comfort.
Open Listening, Uncompromising Sound: AeroFit Pro open-ear headphones feature a 16.2mm oversized, titanium-coated diaphragm for robust bass and true spatial audio. With LDAC technology support, it offers high-fidelity music and unexpected sound quality.
IPX5 Water Resistant with SweatGuard: AeroFit Pro uses nano-coating and a unique chamber design for complete protection. Its top-notch waterproof and sweatproof performance is ideal for any exercise, from light jogging to intense workouts.",179.99,,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS2401030LWUJWEB.jpg
"ZAGG InvisibleShield Glass Elite Samsung Galaxy S24 Ultra Screen Protector - Ultra-Strong Aluminosilicate, Enhanced Scratch Resistance, Recycled Materials, EZ Apply, Fingerprint and Smudge Resistant","ZAGG InvisibleShield Glass Elite Samsung Galaxy S24 Ultra Screen Protector - Ultra-Strong Aluminosilicate, Enhanced Scratch Resistance, Recycled Materials, EZ Apply, Fingerprint and Smudge Resistant",27.40,,Global Mobiles Inc,https://c1.neweggimages.com/productimage/nb1280/BAU4S24080215LPE168.jpg
Monoprice Premium 3.5mm Wired Earbuds Headphones with Mic for Apple and Android Devices,"Enjoy full-range sound from the 10mm drivers, with extended bass and good mids and highs.
Enjoy the convenience of the in-line microphone and play/pause button.
Tangle-free flat cable will allow you",10.73,4.2,Technology Galaxy,https://c1.neweggimages.com/productimage/nb1280/A9HT_1_20181208680336570.jpg
"WIILGN 103U Computer Headset with Microphone Noise Cancelling, USB Wired Binaural Headset, Boom Mic Mute Button Call Center Headphone, Foldable Business Headset for Webinar Phone Sales","CRYSTAL CLEAR CHAT:The Valentines Day gift for husbands in call center. experience crystal clear chat with this business-grade USB headset.It features a noise-cancelling mic for crystal-clear conversations and acoustic shock protection (ASP) to protect your hearing.
ULTRA DURABLE HEADSET:The headset is ultra durable with imported plastic injection and a uni-body headband construction.the flexible metal mic boom can be twisted 330 degrees,ensuring your voice is picked up loud and clear.
EXTENDED WEAR COMFORT:The oval fluffy earpads with memory foam and breathable protein leather provide extended wear comfort.the adjustable padded headband ensures a comfortable fit.
2-IN-1 IN-LINE CONTROL:The in-line control allows you to easily adjust volume and mute the microphone and speakers.the indicator lights let you always know whether it's mute or not.
WIDE COMPATIBILITY:USB jack work straight out of the box,compatible with various devices and is ideal for skype chat,call center,and webinars.",15.99,,WIILGN Outlets,https://c1.neweggimages.com/productimage/nb1280/B3WCS210921066D7.jpg
SYBA Black CL-CM-502 3.5mm Stereo Sound Plug 3.5mm Microphone Plug Connector Binaural Stereo Headphone with Built-in Microphone,"3.5mm Stereo Sound Plug 3.5mm Microphone Plug Connector
Strengthened 8 Feet Cable Cord Length",14.99,4.0,Dzign Innovations,https://c1.neweggimages.com/productimage/nb1280/26-140-007-03.jpg
Audio Technica ATH-M50xBT2 Wireless Over-Ear Headphones - Black,"The ATH-M50xBT2 is the second generation of our critically acclaimed M-Series wireless over-ear headphones. These headphones feature 45 mm large aperture drivers in a wireless design, so listeners will enjoy the same sonic signature of the legendary ATH-M50x studio headphones.
Building on the acclaimed sonic signature of the ATH-M50x headphones, the ATH-M50xBT2 headphones utilize Bluetooth wireless technology and offer the same studio-quality sound in a wireless package.
The multipoint pairing function allows users to stay connected to two Bluetooth devices at once, making it easier than ever to switch between tasks. You can also personalize and adjust the ATH-M50xBT2 to your preferences with the A-T Connect app.
Included Accessories: The ATH-M50xBT2 comes with a 1.2 m (3.9"") cable for an optional wired connection.",199.00,5.0,Walts TV,https://c1.neweggimages.com/productimage/nb1280/A6ZPD21092311Y1YF.jpg
"Edifier X2 True Wireless Earbuds, Bluetooth Earphones, blue","ADVANCED BLUETOOTH 5.1  Featuring Bluetooth 5.1 technology, the X2 earbuds provide a stable audio transmission speed and instant pairing connection without interruptions.
SUPERIOR SOUND QUALITY  The 13mm dynamic drivers deliver amazing sound with powerful solid bass and rich details to upgrade your listening experience.
CRYSTAL-CLEAR CALLS  Deeply optimized call noise reduction reduces ambient noise interference, enhances human voice, and improves voice clarity.
LONG PLAYBACK TIME  After about 2 hours of charging, the X2 earbuds can run for up to 7 hours, and up to 28 hours with the charging case, so you can listen to music all day without interruption.
COMFORTABLE TO WEAR  The ergonomic semi-in-ear design snugly fits the ear curve. The X2 earbuds are small and lightweight for a more comfortable fit.",19.99,,Edifier Online Store,https://c1.neweggimages.com/productimage/nb1280/AEX3S23032915Z3I477.jpg
"in-Ear AKG Wired Earbuds with Microphone  USB-C Earbuds with Braided Cable  AKG Headphones with Mic Compatible with Samsung Galaxy S24 Ultra, S24+, S24, S23, S22, S21, S10, S10E & iPhone 15 Series","Enjoy Excellent Sound Quality: Enjoy flawless connectivity and outstanding sound quality with our wired earbuds! These USB-C earbuds deliver crispy clear sound, allowing you to enjoy your favorite music and lengthy conversations without interruptions.
Perfect Connectivity with Type-C Connector: The wired earbuds usb c has a Type-C USB connector and a flexible braided cord that allow you to connect to a wide variety of devices, including smartphones or laptops and other Type-C enabled devices.
Earbuds with Built-In Mic: Not only allow you to listen to your favorite playlist, clips or podcasts but these wired earbuds with mic also give you the opportunity to connect with people, colleagues and friends and have great conversations without interruptions or delays.
Designed for Your Comfort: Our usb c earbuds wired feature an ergonomic design with soft and flexible tips that fit comfortably in your ear and provide a secure fit! You can walk, talk or even sleep with th",42.38,1.0,ALLOKHE,https://c1.neweggimages.com/productimage/nb1280/V09BD211101HLHJZ.jpg
"soundcore by Anker Space A40 Adaptive Active Noise Cancelling Wireless Earbuds, Reduce Noise by Up to 98%, Ultra Long 50H Playtime, 10H Single Playtime, Hi-Res Sound, Comfortable Fit, Wireless Charge","Reduce Noise By Up to 98%: Space A40 has an upgraded noise cancelling system to block out a wider range of distracting noises. So wherever you go, you'll always have the space you need to focus.
Automatically Tailored Noise Cancelling: Space A40 detects external noises and automatically selects a suitable level of noise cancelling for your surroundings. Enjoy your personal space whether you're indoors, outdoors, commuting, or on a flight.
50 Hours of Personal Space: That's enough playtime to enjoy up to 1,000 songs or 25 movies. The earbuds have a 10-hour single charge playtime, and fast charging gives you 4 hours of listening from a quick 10-minute charge.
Highly Detailed Sound: Thanks to soundcore's pioneering double-layer diaphragm drivers, Space A40 noise cancelling earbuds produce sound with strong bass, clear mids, and bright treble. You can also listen using LDAC mode for Hi-Res Audio Wireless sound.
Comfortable, No Matter How Long You Listen: Space A40 noise cancelling wireless",59.00,4.4,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS2209260CQT6M77.jpg
"Poly Savi 8400 Office 8420 Headset - Microsoft Teams Certification - Stereo - Wireless - Bluetooth/DECT - 590.6 ft - 20 Hz - 20 kHz - On-ear, Over-the-head - Binaural - Supra-aural - Noise Cancelling","Microsoft Teams Certification
Stereo
Wireless
Bluetooth/DECT
590.6 ft
20 Hz
20 kHz
On-ear, Over-the-head
Binaural
Supra-aural
Noise Cancelling Microphone
Black",258.84,,antonline,https://c1.neweggimages.com/productimage/nb1280/A24GD2403220CIPRZ38.jpg
Yealink YEA-UH34-LITE-DUAL-TEAMS Lite Dual Teams USB wired headset,"Call Control  : Yes
Microsoft Lync/Skype for Business  : Yes
Monaural or Binaural  : Binaural
Noise Cancelling  : Yes
Wired or Wireless  :  Wired
Color : Black",32.99,,TheKeyKey,https://c1.neweggimages.com/productimage/nb1280/A4R8S210529YvCWI.jpg
Cleer ALLY Plus II Stone ALLYPLUS2BTSTNUS Adjustable Noise Cancelling Earbuds,"Best in class noise cancelling performance that blocks noise and lets you lose yourself in your music.
11 hours playback plus an additional 22 hours with case
Clear call quality with 4 microphone design
Superb audio quality with 10mm neodymium drivers
Wireless Charging Plus Control Track, Volume, Play/Pause and Take and End Calls",84.49,4.3,Cleer Audio,https://c1.neweggimages.com/productimage/nb1280/A0ZXD23081114WVSN07.jpg
JBL T770NCBLK Tune 770NC Wireless Over-Ear Headphones - Black,"Adaptive Noise Cancelling with Smart Ambient
Up to 70H Battery Life with Speed Charge
Hands-Free Calls with VoiceAware
Lightweight, Comfortable and Foldable Design",99.95,,Electronic Express,https://c1.neweggimages.com/productimage/nb1280/A1CZS2404221964IT4A.jpg
"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (Black)","Strong and Smart Noise Cancelling: Reduce noise by up to 42dB with an advanced active noise cancelling system. With adaptive technology, soundocre P30i detects external sound and automatically selects a level of noise cancelling optimized for your ears.
Transparency Mode: Let in the world or focus on your audio, the choice is yours. Simply switch to transparency mode to hear the world around you when needed.
Powerful Bass: Unleash deep, punchy bass with soundcore P30i noise cancelling earbuds' 10mm drivers, amplified by the soundcore exclusive BassUp technology for an immersive, robust audio experience.
Long Playtime: With ANC off, enjoy 10 hours of listening from a single charge, extendable to 45 hours with the charging case. With ANC on, soundcore P3",49.99,,Anker Official Store,https://c1.neweggimages.com/productimage/nb1280/ACCUS2409050INSI409.jpg
"original Gel Earpads Replacement for Sony Playstation 5 Pulse PS5 3D Wireless Headset, Ear Pads Cushions with Noise Isolation Foam - Black","1.ESPECIALLY MADE for PS5 Pulse 3D Wireless Headset only. Please confirm your headset model before purchase.
2.KEEP YOUR EARS COOL: The Soft Cooling-gel is added under the top layer fabric (breathable Ice Silk fabric) of the earpads, absorbing the sweat in the summer days and keeping your ears cool after a long time of use.
3.TIME TO CHANGE YOUR OLD ONES: Your old earpads negatively affect the sound quality of your headphones, while our precisely modeled earpads will not affect the sound performance of your headphones and make your headphones look brand-new again.
4.WE CONTINUE TO develop more professional and ergonomic earpads. Please contact us at any time if there is an issue with your purchase.",16.99,,Happiness store,https://c1.neweggimages.com/productimage/nb1280/AG7MS2310050LGQ61B1.jpg
"Hp Poly Headsets Poly Voyager 4320 USB-C Headset Siri, Google Assistant Stereo, Mono USB Type C Wired/Wireless Bluetooth 298.6 ft Model 76U50AA","USB Type C host interface offers dependable connectivity for maximum usability
Stereo sound mode for your listening pleasure and convenience
Wired/Wireless connectivity technology helps you always stay connected to your headset for maximum productivity
These supra-aural Voyager 4300 UC give you the comfort of portability
Pair & Play with your Bluetooth 4320 that has 298.6 ft wireless range
On-ear earpiece design offers comfortable listening for a longer duration
Stay connected smoothly with a wireless range of 298.6 ft
Effectively cancels outside noise to eliminate distortion with maximum sound efficiency
MEMS Technology microphone technology enables reliable voice transfer to ensure maximum usability
Your voice will be heard loud and clear with the boom microphone design to ensure maximum Headset usage efficiency",128.99,,Newegg,https://c1.neweggimages.com/productimage/nb1280/A1K6S24021403J88IF4.jpg
"Audio-Technica ATH-M50X Professional Studio Monitor Headphones, Black, Professional Grade,  with Detachable Cable","Critically acclaimed sonic performance praised by top audio engineers and pro audio reviewers
Proprietary 45 millimeter large aperture drivers with rare earth magnets and copper clad aluminum wire voice coils
Exceptional clarity throughout an extended frequency range with deep accurate bass response
Circumaural design contours around the ears for excellent sound isolation in loud environments
90 degree swiveling earcups for easy one ear monitoring and professional grade earpad and headband material delivers more durability and comfort",169.00,,Happiness store,https://c1.neweggimages.com/productimage/nb1280/B8PAS2210310EI7LU47.jpg
Jabra Speak 510 MS Wireless Bluetooth Speakerphone (1 Pack),"Clearer conversations - The outstanding sound quality in the Jabra Speak 510 Wireless Bluetooth Portable Speaker ensures everyone is heard during conference calls, making your meeting more efficient. The 360-degree microphone pick up sound at all angles.
Hold meetings anywhere - Take audio conferencing to a whole new level and turn any room into a conference room with this wireless, portable speaker. Use it at home, in the office or when traveling
Easy setup - No IT required; Setup and use of these Bluetooth speakers is a breeze, just connect via Bluetooth or USB and dial-in. Compatible with all leading UC platforms. Certified for Avaya, Cisco, Skype for business, and more.
Slim, compact design - A convenient carrying case and integrated cable management makes it ideal for use while on-the-go. Plus, the slim, compact design means you can bring this wireless Bluetooth speaker anywhere you are.",179.00,,Newegg,https://c1.neweggimages.com/productimage/nb1280/0TH-00BT-00172-S02.jpg
"YES, IT'S HEARING AIDS! 2 in ONE, Bluetooth Bone Conduction Hearing aids, and Bluetooth bone conduction headphones. eEAR-BC-BT-HPH The First Bone Conduction Military Grade, Hearing Amplifier aids","Advanced bone conduction technology utilizes your natural hearing to amplify sounds while preserving your situational awareness.
Designed for comfort and all-day wear with three different ear tip sizes (XS, S, M) included for a secure and custom fit.
Rechargeable battery with up to 8 hours of use on a single charge and included charging case.
IP67 waterproof and dustproof design for reliable performance in any environment.
Includes a portable carrying case for convenient storage and travel.",179.95,,XBD-GLOBAL,https://c1.neweggimages.com/productimage/nb1280/AVN3S2410220FQJ5472.jpg
"4ft 3.5mm 1/8"" Stereo Audio Aux Headphone Cable Extension Cord M to F MP3","Connections: 1x 3.5mm Male Auxiliary Connector, 1x 3.5mm Female Auxiliary Jack
Length: 4 feet / 120cm",5.49,5.0,JacobsParts,https://c1.neweggimages.com/productimage/nb1280/A20PS2307010EP8HY8B.jpg
